Case #,Incident Code,Reported,Case Status,Start Occurred,End Occurred,Building,Location,Stolen,Damaged,Description,,
14004748,MEDICAL EMERGENCY,10/12/2014 0:40,Cleared by Arrest,10/12/2014 0:40,,Selleck Quad,600 North 15th St (UNL RESIDENCE HALL),,,LFR and UNLPD responded to a medical emergency in Selleck Hall where alcohol was a contributing factor.  A female (UNL Student) was transported to the hospital for further treatment.,,
14004756,LARCENY - FROM MOTOR VEHICLE,10/12/2014 9:31,Inactive,10/11/2014 21:00,10/12/2014 9:31,Phi Mu,626 North 16th St. (OFF CAMPUS/GREEK HOUSING),$150.00,$0.00,Backpack and contents stolen from inside a vehicle. Unknown how entry was made.,,
14004760,MEDICAL EMERGENCY,10/12/2014 13:14,Cleared by Exception,10/12/2014 13:14,,Robert E. Knoll Residence Center,440 N 17th Street (UNL APARTMENT),,,UNL student fell off his bike and broke a finger.  Transported to Bryan West.,,
14004761,ALCOHOL - DRUNK,10/12/2014 13:34,Cleared by Exception,10/12/2014 13:34,,Love Library South,"1248 R (UNL SUPPORT FACILITY (office, service))",$0.00,$0.00,"Contacted with person in Love Library on a disturbance, found to be intoxicated. Transported to the Bridge and turned over to staff with a BAC of .292.",,
14004769,ACCIDENTS - P.D. NOT REPORTABLE,10/12/2014 20:04,Cleared by Exception,10/12/2014 20:04,,50/50 Building,1801 R Street (GOVT PARKING GARAGE (UNL)),$0.00,$600.00,"Accident occurring in the 1801 R Street Parking garage,$600 damage.",,
14004771,LARCENY - STOLEN BIKE,10/12/2014 22:35,Inactive,10/10/2014 17:00,10/12/2014 15:00,Memorial Stadium,"740 Stadium Dr. (UNL SUPPORT FACILITY (office, service))",$105.00,$0.00,report of a theft of a bicycle from Memorial Stadium.,,
14004774,LARCENY - STOLEN BIKE,10/13/2014 11:18,Inactive,10/10/2014 18:30,10/13/2014 11:18,Memorial Stadium,"740 Stadium Dr. (UNL SUPPORT FACILITY (office, service))",$80.00,$0.00,UNL student's locked bike was stolen from the north side of the stadium.,,
14004794,ALCOHOL - MINOR IN POSSESSION,10/14/2014 2:26,Cleared by Arrest,10/14/2014 2:26,,Abel Hall,880 North 17th St (UNL RESIDENCE HALL),,,"Three students were contacted in a dorm room after the report of possible narcotics use was called into police.  A search of the room yielded a bottle of vodka, but no narcotics.  The three students were issued citations for MIP and released.",,
14004791,NARCOTICS - OTHER,10/14/2014 5:07,Unfounded,10/13/2014 23:12,,Harper Hall,"1150 North 14th St (UNL SUPPORT FACILITY (office, service))",,,Unfounded report of possible narcotics activity occurring inside of a UNL dormitory room.,,
14004796,ACCIDENTS - P.D. NOT REPORTABLE,10/14/2014 12:47,Cleared by Exception,10/14/2014 12:47,,Plant Sciences Hall,1875 North 38th St (GOVT PARKING LOT (UNL)),$0.00,"$1,800.00",In the parking lot a vehicle backed into another vehicle causing damage. No citations issued.,,
14004808,LARCENY - STOLEN BIKE,10/14/2014 21:00,Inactive,10/10/2014 10:30,10/13/2014 9:30,Memorial Stadium,740 Stadium Dr. (SIDEWALK),$200.00,$0.00,UNL Student reports the theft of his bicycle.  Loss estimated at $200.00.,,
14004811,FIRE - FALSE ALARM,10/14/2014 22:25,Cleared by Exception,10/14/2014 22:05,10/14/2014 22:25,Theta Xi,1535 R St (OFF CAMPUS/GREEK HOUSING),,,Fire alarm cause by burnt food.  No damage.,,
14004813,ALCOHOL - MINOR IN POSSESSION,10/14/2014 23:00,Cleared by Arrest,10/14/2014 23:00,10/14/2014 23:00,Eastside Suites,433 North 19th Street (UNL RESIDENCE HALL),,,3 students were contacted in a room reference a UNL Housing alcohol policy complaint.  All 3 students admitted to drinking and alcohol was recovered from the room.  All were cited for MIP>,,
14004816,FIRE - FALSE ALARM,10/15/2014 7:21,Cleared by Exception,10/15/2014 7:21,,Animal Research Facility,2105 North 42nd St (UNL ACADEMIC BUILDING),,,High humidity levels in a room caused the fire alarm to activate. No fire.,,
14004818,LARCENY - STOLEN BIKE,10/15/2014 8:24,Inactive,10/9/2014 12:30,10/12/2014 17:00,Eastside Suites,433 North 19th Street (UNL RESIDENCE HALL),$140.00,$0.00,Bicycle stolen from the racks on the north side of the building.,,
14004820,VANDALISM - OTHER,10/15/2014 9:45,Inactive,10/14/2014 9:00,10/14/2014 19:00,Stadium Drive Parking Garage,625 Stadium Dr (GOVT PARKING LOT (UNL)),$0.00,$250.00,UNL staff member reports damage to windshield while parked in the west parking lot of garage. Damage consisted of multiple cracks on lower edge of windshield.,,
14004822,SS - CHECK WELFARE OF PERSON,10/15/2014 11:33,Cleared by Exception,10/15/2014 11:33,,Schramm Hall,1130 North 14th St (UNL RESIDENCE HALL),,,Welfare check of a UNL student after a parent wasn't able to reach them. Found to be fine.,,
14004824,"PROPERTY DAMAGE - UNINTENTIONAL,NON TRAFFIC",10/15/2014 16:19,Cleared by Exception,,,, (GOVT PARKING LOT (UNL)),$0.00,$10.00,"UNL student reported a scratch mark on their vehicle after parking had booted their vehicle, $10 damage.",,
14004826,DISTURBANCE - OTHER,10/15/2014 17:21,Cleared by Exception,10/15/2014 0:00,10/15/2014 17:21,, (INTERNET/CYBERSPACE),,,UNL student receiving concerning text messages from non student over a break up.,,
14004827,LARCENY - STOLEN BIKE,10/15/2014 19:11,Inactive,10/13/2014 8:00,10/13/2014 21:00,College of Dentistry,3975 Potter St (UNL ACADEMIC BUILDING),$15.00,$0.00,"Bike taken from the racks west side of The College of Dentistry, $15 loss.",,
14004831,MEDICAL EMERGENCY,10/15/2014 22:20,Cleared by Exception,10/15/2014 22:20,,University Suites,"1780 ""R"" Street (UNL APARTMENT)",,,UNL student passed out from a medical condition. Student was checked by LFR and refused transport.,,
14004832,UNL POLICY VIOLATION -OTHER,10/15/2014 22:27,Cleared by Exception,10/15/2014 22:27,,Neihardt Residence Center,540 North 16th St (UNL RESIDENCE HALL),,,UNL student contacted in her dorm room for possible narcotics usage. Student was found to be burning sage and the incident was turned over to housing.,,
14004834,NARCOTICS - POSSESSION,10/15/2014 23:46,Cleared by Arrest,10/15/2014 23:46,,Eastside Suites,433 North 19th Street (UNL APARTMENT),$0.00,$0.00,Two UNL students contacted for possible narcotics activity in their dorm room. Marijuana and contraband were located and both parties cited for possession of marijuana less than an ounce and possession of paraphernalia,,
14004838,"PROPERTY DAMAGE - UNINTENTIONAL,NON TRAFFIC",10/16/2014 6:35,Cleared by Exception,10/16/2014 2:08,,Stadium Drive Parking Garage,625 Stadium Dr (GOVT PARKING GARAGE (UNL)),$0.00,"$1,000.00","Report of property damage to ""Do Not Enter"" parking sign.  Investigation revealed the sign had collapsed, possibly due to weather conditions.",,
14004841,MEDICAL EMERGENCY,10/16/2014 11:26,Cleared by Exception,10/16/2014 11:20,10/16/2014 11:26,UNL Police,"300 North 17th St. (UNL SUPPORT FACILITY (office, service))",,,UNL employee reported feeling abnormal but non-life threatening symptoms. Evaluated by LFR and transported by private party to the hospital.,,
14004845,MEDICAL EMERGENCY,10/16/2014 13:49,Cleared by Exception,10/16/2014 13:49,,Union-City,1400 R St (SIDEWALK),,,Non student tripped and fell on the sidewalk resulting in a cut above the eye.  Transported to BryanLGH West for further evaluation.,,
14004850,VANDALISM - OTHER,10/16/2014 16:32,Cleared by Arrest,10/16/2014 16:22,,17 & R Parking Garage,300 North 17th St (GOVT PARKING GARAGE (UNL)),$0.00,$900.00,Received report of a vandalism to a parking garage gate. Investigation on-going.,,
14004853,LARCENY - STOLEN BIKE,10/16/2014 19:53,Cleared by Arrest,10/16/2014 19:53,,Bob Devaney Sports Center,"1600 Court St (UNL SUPPORT FACILITY (office, service))",$200.00,$0.00,"A non-UNL affiliate was cited and released for Fail to Comply, Theft by Unlawful Taking, Trespassing and was lodged at Lancaster County Corrections for Carrying Concealed Weapon.",,
14004859,ALCOHOL - MINOR IN POSSESSION,10/17/2014 0:49,Cleared by Arrest,10/17/2014 0:49,,Burr Hall,1701 North 35th St (UNL RESIDENCE HALL),,,Four UNL students and one non-UNL student were cited and released for MIP. PBT's refused.,,
14004864,DISTURBANCE - OTHER,10/17/2014 13:31,Cleared by Exception,9/1/2014 6:55,10/17/2014 13:31,Oldfather Hall,660 North 12th St (UNL ACADEMIC BUILDING),,,UNL student made statements to a faculty member that made them uncomfortable.,,
14004866,SUSPICIOUS PERSON,10/17/2014 16:45,Cleared by Exception,10/17/2014 16:45,,Facilities Management Complex,"1901 Y St (UNL SUPPORT FACILITY (office, service))",,,UNL staff member reported a suspicious male.  Non student contacted and taken into civil protective custody (drug use). Transported and released to The Bridge.,,
14004871,ALCOHOL - MINOR IN POSSESSION,10/17/2014 23:57,Cleared by Arrest,10/17/2014 23:57,,The Village,1055 North 16 St. (UNL RESIDENCE HALL),$0.00,$0.00,Four UNL students were cited and released for MIP. No BrAC's.,,
14004872,MEDICAL EMERGENCY,10/18/2014 1:28,Inactive,10/18/2014 1:28,,Selleck Quad,600 North 15th St (UNL RESIDENCE HALL),,,A UNL student was transported to Bryan LGH West for medical treatment.,,
14004878,TRAFFIC - SUSPENDED DRIVER,10/18/2014 16:20,Cleared by Arrest,10/18/2014 16:20,,,N 17TH ST & R ST (STREET),,,Non student stopped for speeding.  Cited/released for DUS and Speeding (39 mph in a 25 mph zone).,,
14004880,VANDALISM - OTHER,10/18/2014 16:52,Inactive,9/27/2014 16:52,10/18/2014 16:52,Rogers Memorial Farm,"18600 Adams Street (UNL SUPPORT FACILITY (office, service))",,,Report of miscellaneous items dumped into a field east of the entrance to the facility.,,
14004879,VANDALISM - BY GRAFFITI,10/18/2014 18:41,Inactive,10/17/2014 19:50,10/17/2014 19:53,Quilt Center,"1523 N 33rd St. (UNL SUPPORT FACILITY (office, service))",,,Report of vandalism to the north window of building.  Vandalism consisted of black permanent marker which was removed with rubbing alcohol.,,
14004888,ALCOHOL - DRUNK,10/19/2014 14:33,Cleared by Exception,10/19/2014 14:33,,Love Library North,"1300 R (UNL SUPPORT FACILITY (office, service))",,,Non-UNL affiliated person being disruptive in the library. Contacted by officers and has been found to cause several disturbances previously. Transported to The Bridge due to intoxication and Banned & Barred from campus.,,
14004893,LARCENY - STOLEN BIKE,10/20/2014 1:36,Cleared by Arrest,10/20/2014 1:36,,Brace Physics Lab,510 Stadium Dr (SIDEWALK),$175.00,$0.00,2 non-students were contacted for stealing a bicycle. 1 was cited/released to The Bridge for Theft.  1 was cited/lodged for Obstructing a Peace Officer.,,
14004894,SS - CHECK WELFARE OF PERSON,10/20/2014 2:10,Cleared by Exception,,,Abel Hall,880 North 17th St (UNL RESIDENCE HALL),,,A room lock malfunctioned leaving the room door open.  No items appear to be missing.  The occupants were not home.,,
14004895,VANDALISM - BY GRAFFITI,10/20/2014 8:27,Inactive,10/18/2014 18:41,10/20/2014 8:27,Quilt Center,"1523 N 33rd St. (UNL SUPPORT FACILITY (office, service))",$0.00,$10.00,Window pane next to the north exterior doors had graffiti written on it.,,
14004896,ACCIDENTS - P.D. H&R NOT REPORTABLE,10/20/2014 9:29,Cleared by Exception,10/20/2014 9:11,,Jackie Gaughan Multicultural Center,1505 S St (GOVT PARKING LOT (UNL)),$0.00,"$1,600.00",Driver backed into a parked car causing damage. Information was exchanged.,,
14004899,FIRE (WORKING) - ALARM,10/20/2014 17:44,Cleared by Exception,10/20/2014 17:44,,Hamilton Hall,639 North 12th St (UNL ACADEMIC BUILDING),,,Fire alarm at Hamilton Hall. Cause of alarm was toast being burnt on 7th floor. LFR on scene.,,
14004902,MEDICAL EMERGENCY,10/21/2014 2:30,Cleared by Exception,10/21/2014 2:30,,Abel Hall,880 North 17th St (UNL RESIDENCE HALL),,,A student suffered a medical emergency and was transported to the hospital by LFR.  It is not believed to be life threatening.,,
14004904,ACCIDENTS - P.D. REPORTABLE,10/21/2014 8:22,Cleared by Exception,10/21/2014 8:22,,Plant Sciences Hall,1875 North 38th St (GOVT PARKING LOT (UNL)),$0.00,"$1,000.00",UNL-owned vehicle backed into a UNL student's vehicle. Information exchanged.,,
14004905,TRESPASSING,10/21/2014 8:38,Cleared by Exception,10/21/2014 8:38,,Ross Van Brunt Building,"313 North 13th St (UNL SUPPORT FACILITY (office, service))",,,"Report of two male transients trespassing. They were contacted, issued trespass policy letters and escorted from the building.",,
14004907,FIRE - FALSE ALARM,10/21/2014 9:59,Cleared by Exception,10/21/2014 9:59,,Phi Kappa Theta,303 North 17th (OFF CAMPUS/GREEK HOUSING),,,No fire.  Smoke head set off by dust from construction work.,,
14004909,DISTURBANCE - OTHER,10/21/2014 11:25,Cleared by Exception,,,Agricultural Hall,"3550 East Camp Loop (UNL SUPPORT FACILITY (office, service))",,,Report of a UNL student acting in a strange way.,,
14004911,ACCIDENTS - P.D. NOT REPORTABLE,10/21/2014 17:37,Cleared by Exception,10/19/2014 13:00,10/19/2014 18:00,1220 N. 14th, (GOVT PARKING LOT (UNL)),$0.00,$200.00,"Report of belated accident for insurance purposes, $200 damage.",,
14004914,MEDICAL EMERGENCY,10/21/2014 19:30,Cleared by Exception,10/21/2014 19:30,,Alpha Gamma Sigma,4001 Holdrege St. (OFF CAMPUS/GREEK HOUSING),,,"Person had a seizure at the Alpha Gamma Sigma house, LFR on scene and transported party to Bryan West for further treatment.",,
14004913,MISC - OTHER,10/21/2014 19:39,Cleared by Exception,10/21/2014 18:39,,Alpha Tau Omega,1433 R St. (OFF CAMPUS/GREEK HOUSING),,,Report of possible gas leak at the ATO house. LFR on scene and cleared the area saying there was no leak.,,
14004917,ALCOHOL - DRUNK,10/21/2014 23:34,Cleared by Exception,10/21/2014 23:34,,,130 N 13th St. (SIDEWALK),,,Non-UNL student was contacted during a disturbance at the Rococo Theater for intoxication. Party was taken into protective custody and transported to The Bridge,,
14004918,FALSE INFORMATION - GIVEN TO OFC.,10/21/2014 23:57,Cleared by Arrest,10/21/2014 23:57,,Stewart Seed Lab,"2101 N 38th St. (UNL SUPPORT FACILITY (office, service))",,,A non-UNL student provided false information to an Officer and was subsequently lodged on an active warrant.  Cited/released for False Statements.,,
14004919,ALCOHOL - MINOR IN POSSESSION,10/22/2014 1:40,Cleared by Arrest,10/22/2014 1:40,,,N 14TH ST & VINE ST (STREET),,,"7 UNL students contacted in a vehicle reference a narcotics investigation.  The driver was cited/released for MIP and Open Alcohol Container.  The 6 passengers were cited/released for MIP.  BACs: .000, .000, .000, .010, .010, .115, and .179.",,
14004927,MEDICAL EMERGENCY,10/22/2014 17:20,Cleared by Exception,10/22/2014 17:20,,University Health Center,"1500 U St (UNL SUPPORT FACILITY (office, service))",,,"UNL student having seizures at the University Health Center, LFR on scene and transported student to Bryan West for further treatment.",,
14004932,ALCOHOL - DRUNK,10/22/2014 22:13,Cleared by Arrest,10/22/2014 22:13,,50/50 Building,1801 R Street (GOVT PARKING GARAGE (UNL)),,,A Non-UNL affiliate was placed into civil protective custody and transported to The Bridge BrAC 0.238.,,
14004937,ALCOHOL - MINOR IN POSSESSION,10/23/2014 1:41,Cleared by Arrest,10/23/2014 1:41,,,R ST & N 16TH ST (SIDEWALK),,,A non-UNL student was cited for MIPC and transported to The Bridge. BrAC 0.273.,,
14004938,ALCOHOL - MINOR IN POSSESSION,10/23/2014 4:11,Cleared by Arrest,10/23/2014 4:11,,Abel Hall,880 North 17th St (UNL RESIDENCE HALL),,,A UNL student was cited and released for MIPC. BrAC 0.094.,,
14004939,TRESPASSING,10/23/2014 8:38,Cleared by Arrest,10/23/2014 8:38,,C. Y. Thompson Library,1625 North 38th St (UNL ACADEMIC BUILDING),$0.00,$0.00,Person contacted in C Y Thompson Library who had been barred and banned from UNL Property. Party cited and lodged for 1st Degree Criminal Trespass.,,
14004946,ACCIDENTS - P.D. REPORTABLE,10/23/2014 14:12,Cleared by Arrest,10/23/2014 13:48,,,VINE ST & N 17TH ST (STREET),$0.00,$800.00,A UNL student was cited and released for Leaving the Scene of an Accident and Failure to Yield to Right of Way after being involved in an accident.,,
14004957,SEX OFFENSE - OTHER,10/23/2014 17:00,Cleared by Exception,10/21/2014 20:00,,Selleck Quad,600 North 15th St (UNL RESIDENCE HALL),,,Third party report of a belated sexual assault occurring on campus. Investigation on-going.,,
14004950,NARCOTICS - POSSESSION,10/23/2014 17:20,Cleared by Arrest,10/23/2014 17:20,,Sandoz Hall,820 North 17th St (UNL RESIDENCE HALL),$0.00,$0.00,UNL student cited/released for Possession of Marijuana <  1 oz. (1.8 grams).,,
14004952,LARCENY - OTHER OR FROM OPEN AREA,10/23/2014 17:35,Inactive,10/23/2014 7:00,10/23/2014 17:35,Acacia,2255 Vine St. (OFF CAMPUS/GREEK HOUSING),$20.00,$0.00,A UNL student reported his bike tire missing. He wanted this reported for documentation purposes only.,,
14004954,NARCOTICS - POSSESSION,10/23/2014 19:20,Cleared by Arrest,10/23/2014 19:20,,Harper Hall,1150 North 14th St (UNL RESIDENCE HALL),$0.00,$0.00,"Officers responded to a narcotics complaint and subsequently a search warrant was obtained. Marijuana less than an ounce, drug paraphernalia and prescription pills were located during the search. Investigation on-going.",,
14004991,ALCOHOL - DRUNK,10/24/2014 0:53,Cleared by Exception,10/24/2014 0:53,,,N 16TH ST & P ST (STREET),,,A non-UNL student was placed into civil protective custody and transported to the Bridge. BrAC 0.275.,,
14004960,ALCOHOL - MINOR IN POSSESSION,10/24/2014 1:07,Cleared by Arrest,10/24/2014 1:07,,,500 N 17th (GOVT LOT/FIELD (UNL)),,,Two UNL students were cited and released for MIP after being contacted carrying an unsealed bottle of vodka. PBT refused.,,
14004966,VANDALISM - BY GRAFFITI,10/24/2014 9:47,Inactive,10/22/2014 17:00,10/24/2014 8:30,,R ST & N 14TH ST (SIDEWALK),$0.00,$50.00,Report of vandalism by graffiti to the bus stop shelter at 14th and R Street.,,
14004969,MEDICAL EMERGENCY,10/24/2014 11:45,Cleared by Exception,10/24/2014 11:45,,Selleck Quad,600 North 15th St (UNL RESIDENCE HALL),,,UNL student was having trouble breathing and was suffering from a possible panic attack.  The student was transported to the hospital for further evaluation.,,
14004971,LOST OR STOLEN ITEM,10/24/2014 13:13,Cleared by Exception,10/24/2014 8:05,10/24/2014 8:10,, (SIDEWALK),$17.00,$0.00,Student reported losing their wallet in the area of 16th and S.  Efforts to find the missing wallet yielded negative results.,,
14004972,ACCIDENTS - P.D. H&R NOT REPORTABLE,10/24/2014 13:18,Cleared by Exception,10/24/2014 13:18,,,N 35TH ST & CENTER ST (STREET),$0.00,$300.00,"Accident Hit and Run to a parked, unoccupied vehicle.  Damage consisted of a portion of the drivers side molding being pulled way from the vehicle.",,
14004974,LARCENY - FROM BUILDING,10/24/2014 14:37,Inactive,10/24/2014 11:35,10/24/2014 11:45,C.P.N. Food Services N 17th Street,575 N. 17th St (UNL RESIDENCE HALL),$120.00,$0.00,Report of the theft of Red/Black Dr. Dre Beat earphones from purse.,,
14004978,MEDICAL EMERGENCY,10/24/2014 15:39,Cleared by Exception,10/24/2014 15:39,,H.C. Filley Hall,1625 Arbor Dr (STREET),,,Non student feeling light headed.  Transported to St. Elizabeth Hospital.,,
14004951,ACCIDENTS - P.D. H&R NOT REPORTABLE,10/24/2014 18:06,Inactive,10/23/2014 0:00,10/23/2014 18:00,, (GOVT PARKING LOT (UNL)),$0.00,$800.00,Report of a Hit and Run Accident.  Damage consisted of a dent and scratches to the passenger rear quarter panel.,,
14004985,ALCOHOL - MINOR IN POSSESSION,10/24/2014 23:28,Cleared by Arrest,10/24/2014 23:28,,Eastside Suites,433 North 19th Street (UNL RESIDENCE HALL),$0.00,$0.00,"Four UNL students were cited and released for MIP. BrAC's 0.023, 0.026, 0.193.",,
14004987,MEDICAL EMERGENCY,10/24/2014 23:46,Cleared by Exception,10/24/2014 23:46,,Selleck Quad 4000,600 North 15th St. (UNL RESIDENCE HALL),,,LFR transported a UNL student to Bryan LGH West for a breathing issue.,,
14004990,ALCOHOL - MINOR IN POSSESSION,10/25/2014 0:25,Cleared by Arrest,10/25/2014 0:25,,Burr Hall,1701 North 35th St (UNL RESIDENCE HALL),,,Four UNL students cited for MIP after being contacted in a dorm room.,,
14004989,ALCOHOL - MINOR IN POSSESSION,10/25/2014 0:31,Cleared by Arrest,10/24/2014 0:31,,Eastside Suites,433 North 19th Street (UNL RESIDENCE HALL),$0.00,$0.00,A UNL student was cited and released for MIPC. No BrAC obtained.,,
14004995,ALCOHOL - MINOR IN POSSESSION,10/25/2014 2:38,Cleared by Arrest,10/25/2014 2:38,,Abel Hall,880 North 17th St (UNL RESIDENCE HALL),,,A UNL student was cited for MIPC and transported to The Bridge. BrAC 0.161.,,
14004997,ALCOHOL - MINOR IN POSSESSION,10/25/2014 4:46,Cleared by Exception,10/25/2014 4:46,,Abel Hall,880 North 17th St (UNL RESIDENCE HALL),,,"Two UNL students  and One UNL student was cited and released for MIPC. BrAC's 0.202, .222, .238",,
14005005,MEDICAL EMERGENCY,10/25/2014 12:56,Cleared by Exception,10/25/2014 12:50,10/25/2014 12:56,Memorial Stadium,"740 Stadium Dr. (UNL SUPPORT FACILITY (office, service))",,,Report of glass striking two fans at Memorial Stadium.  Injury consisted of a laceration to head.  Both were treated and released.,,
14005009,ACCIDENTS - P.D. H&R NOT REPORTABLE,10/25/2014 16:32,Inactive,10/25/2014 10:00,10/25/2014 16:30,Champions Club,701 Stadium Dr. (GOVT PARKING LOT (UNL)),$0.00,$250.00,Report of a Hit and Run Accident.  Damage consisted of multiple white scratches and a broken license plate cover on the front bumper.,,
14005012,ALCOHOL - MINOR IN POSSESSION,10/25/2014 17:33,Cleared by Arrest,10/25/2014 17:33,,,N 16TH ST & VINE ST (SIDEWALK),,,UNL student contacted and cited for MIPC (.131 BAC).  Transported to The Bridge.,,
14005016,SS - CHECK WELFARE OF PERSON,10/25/2014 22:40,Cleared by Exception,10/25/2014 22:40,,Love Library South,1248 R (SIDEWALK),,,"Officers responded to a check welfare of an intoxicated female who was subsequently transported along with the reporting party to The Bridge due to both parties being unable to care for themselves and not having a safe place to go. BrAC 0.216, 0.116.",,
14005020,ACCIDENTS - P.D. REPORTABLE,10/26/2014 0:34,Cleared by Exception,10/26/2014 0:34,,,CENTENNIAL MALL & N 14TH ST (STREET),,,A university vehicle was involved in a non-injury accident with a parked vehicle.,,
14005025,ALCOHOL - DRUNK,10/26/2014 2:02,Cleared by Exception,10/26/2014 2:02,,Andersen Hall,200 Centennial Mall North (GOVT PARKING LOT (UNL)),,,A UNL student was placed into civil protective custody and transported to The Bridge. BrAC 0.306.,,
14005043,MEDICAL EMERGENCY,10/26/2014 14:08,Cleared by Exception,10/26/2014 14:08,,Selleck Quad 4000,600 North 15th St. (UNL RESIDENCE HALL),,,"UNL student had a panic attack causing they to pass out, LFR on scene and transported student to Bryan West Hospital.",,
14005045,TRAFFIC - SUSPENDED DRIVER,10/26/2014 14:47,Cleared by Arrest,10/26/2014 14:47,,,N 17TH ST & X ST (STREET),,,"Person stopped at 1931 N Antelope Valley Parkway and found to be suspended, cited for same and released.",,
14005054,LOST OR STOLEN ITEM,10/26/2014 20:26,Unfounded,10/26/2014 20:26,10/26/2014 20:39,Robert E. Knoll Residence Center,440 N 17th Street (UNL RESIDENCE HALL),$40.00,$0.00,"Report of lost or stolen wallet in the area C-Store in the Knoll's, $40 loss.",,
14005059,FIRE - FALSE ALARM,10/26/2014 23:31,Cleared by Exception,10/26/2014 23:31,,Keim Hall,1825 North38th St (UNL ACADEMIC BUILDING),,,Fire alarm activated by a mechanical malfunction.  No damage and no fire.,,
14005068,ACCIDENTS - P.D. H&R NOT REPORTABLE,10/27/2014 8:31,Cleared by Exception,10/25/2014 9:30,10/25/2014 10:00,Memorial Stadium,740 Stadium Dr. (GOVT PARKING LOT (UNL)),$0.00,"$1,600.00",Rental car struck a parked vehicle and left the scene. Person responsible identified.,,
14005072,LARCENY - OTHER OR FROM OPEN AREA,10/27/2014 12:48,Inactive,10/24/2014 17:00,10/27/2014 12:48,,N 38TH ST & HUNTINGTON AVE (GOVT LOT/FIELD (UNL)),"$1,009.00",$100.00,Unknown persons stole a portable generator fro the UNL crop research fields at N38th and Huntington Ave area $1009 loss.,,
14005073,LARCENY - OTHER OR FROM OPEN AREA,10/27/2014 13:29,Inactive,10/24/2014 8:00,10/27/2014 10:30,Henzlik Hall,1430 Vine St (UNL ACADEMIC BUILDING),"$1,790.00",$0.00,"A copper and wood bench was taken from the area of Henzlik Hall east entrance, $1790 loss.",,
14005075,DISTURBANCE - BETWEEN NEIGHBORS,10/27/2014 15:18,Inactive,10/26/2014 21:52,10/26/2014 23:58,Burr Hall,1701 North 35th St (UNL RESIDENCE HALL),,,"UNL student receiving unwanted text messages from other UNL students, this occurred in Burr Hall.",,
14005077,LARCENY - STOLEN BIKE,10/27/2014 17:00,Inactive,10/16/2014 17:00,10/17/2014 12:30,50/50 Building,1801 R Street (SIDEWALK),$100.00,$0.00,"Bike taken from the east bike racks of the 50/50 building, $100 loss.",,
14005081,DISTURBANCE - OTHER,10/27/2014 21:21,Inactive,10/27/2014 21:00,,Robert E. Knoll Residence Center,440 N 17th Street (UNL RESIDENCE HALL),,,A disturbance between two students where one was struck in the face with a fist.  The student refused medical transport and does not want to pursue criminal charges at this time.,,
14005086,VANDALISM - OTHER,10/28/2014 1:06,Cleared by Exception,,,Avery Hall,1144 T St (UNL ACADEMIC BUILDING),$0.00,$50.00,Minimal damage to a paper towel dispenser caused by unknown means.  No timeframe or suspects at this time.,,
14005089,TELEPHONE - OTHER,10/28/2014 10:11,Inactive,10/28/2014 7:30,10/28/2014 8:00,,6016 Cross Creek Rd (SINGLE FAMILY ﾖ off campus),$0.00,$0.00,UNL faculty member reported a scam phone call. No information was given to the caller.,,
14005094,LARCENY - STOLEN BIKE,10/28/2014 17:23,Closed - Cleared by Arrest-Adult,10/28/2014 16:05,10/28/2014 16:09,Bob Devaney Sports Center,1600 Court St (SIDEWALK),$300.00,$0.00,UNL student reports the theft of an unsecured light-blue Giant mountain bicycle from the south racks of the building.,,
14005106,FORGERY - COUNTERFEIT MONEY/COINS,10/29/2014 14:12,Inactive,10/25/2014 11:00,10/25/2014 16:00,Memorial Stadium,"740 Stadium Dr. (UNL SUPPORT FACILITY (office, service))",$0.00,$0.00,A counterfeit $100 bill was given to concessions at the Rutgers football game.,,
14005110,NARCOTICS - POSSESSION,10/29/2014 22:13,Cleared by Arrest,10/29/2014 22:13,,Abel Hall,880 North 17th St (UNL RESIDENCE HALL),$0.00,$0.00,Three UNL students were contacted in a dorm room after the odor of marijuana was detected emitting from the room.  One student was cited for Possession of Marijuana < 1 ounce and Possession of Drug Paraphernalia.  One student was issued a citation for Minor in Possession of Alcohol.  The third student was released without a citation.,,
14005114,ALCOHOL - MINOR IN POSSESSION,10/30/2014 1:39,Cleared by Arrest,10/30/2014 1:39,,Abel Hall,880 North 17th St (UNL RESIDENCE HALL),,,A male student was contacted outside of his dorm after urinating in public.  He was determined to be intoxicated and under the age of 21.  He was cited for Minor in Possession of Alcohol and released to a sober party with a .211 BAC,,
14005115,ALCOHOL - MINOR IN POSSESSION,10/30/2014 2:22,Cleared by Arrest,10/30/2014 2:22,,,N 17TH ST & R ST (SIDEWALK),,,A male student was contacted for showing signs of being heavily intoxicated.  He was issued a citation for Minor in Possession of Alcohol by Consumption and released to a sober party.,,
14005117,NARCOTICS - POSSESSION,10/30/2014 10:41,Cleared by Arrest,10/30/2014 10:41,,Pound Hall,513 North 17th St (UNL RESIDENCE HALL),$0.00,$0.00,"Two UNL students arrested for Possession of Marihuana Less than an Ounce and Possession of Drug Paraphernalia, and Possession of a Controlled substance. One cited and released the other Lodged.",,
14005120,DISTURBANCE - OTHER,10/30/2014 11:42,Cleared by Exception,10/25/2014 14:28,10/30/2014 0:45,Nebraska Hall,900 North 16th St (UNL ACADEMIC BUILDING),,,Professor is concerned about emails he has been receiving from a past student.,,
